Price,Units Ordered,Inventory Level,Discount,Holiday/Promotion,Competitor Pricing,valor_real,prediccion,probabilidad_alta_demanda,clasificacion_real,clasificacion_predicha
44.94,27,228,10,1,40.05,0,0,0.39720369144296075,Demanda normal,Demanda normal
34.54,113,410,0,1,39.4,1,1,0.7757062202555923,Alta demanda,Alta demanda
66.59,115,217,10,1,68.79,1,0,0.37132254634126394,Alta demanda,Demanda normal
96.61,101,394,10,0,97.71,1,1,0.7434581832553245,Alta demanda,Alta demanda
96.58,152,167,10,1,92.19,0,0,0.26967702023953377,Demanda normal,Demanda normal
46.47,85,445,5,1,42.79,1,1,0.8263718122944033,Alta demanda,Alta demanda
14.18,118,302,15,1,17.33,0,1,0.5712869692806058,Demanda normal,Alta demanda
59.5,102,212,5,0,54.96,1,0,0.3590878798828394,Alta demanda,Demanda normal
10.37,121,377,15,1,7.31,0,1,0.7263482389790348,Demanda normal,Alta demanda
56.66,146,433,5,0,55.37,0,1,0.8087232773898623,Demanda normal,Alta demanda
27.72,170,245,20,0,23.02,1,0,0.44148568363165464,Alta demanda,Demanda normal
97.89,92,140,5,1,97.67,0,0,0.22176312227782927,Demanda normal,Demanda normal
98.52,150,162,10,1,99.24,1,0,0.26021756091910914,Alta demanda,Demanda normal
20.27,145,398,0,0,21.66,1,1,0.7571193794714801,Alta demanda,Alta demanda
26.26,105,231,0,0,27.51,1,0,0.4028003328427858,Alta demanda,Demanda normal
60.19,174,151,0,0,58.24,0,0,0.24259125615113425,Demanda normal,Demanda normal
56.88,177,301,5,1,61.5,1,1,0.5605480699322064,Alta demanda,Alta demanda
88.59,198,319,5,1,84.01,1,1,0.5970078901191167,Alta demanda,Alta demanda
92.06,110,290,5,0,94.18,1,1,0.5278416939103322,Alta demanda,Alta demanda
76.7,55,451,15,0,73.35,0,1,0.8321211822355405,Demanda normal,Alta demanda
10.06,75,468,5,1,5.64,1,1,0.8571136211656403,Alta demanda,Alta demanda
74.25,46,230,20,1,76.08,1,0,0.4001847556627834,Alta demanda,Demanda normal
90.86,57,357,20,1,92.44,1,1,0.6781742566042922,Alta demanda,Alta demanda
61.91,152,396,0,1,57.11,1,1,0.7507096717660879,Alta demanda,Alta demanda
54.5,141,452,10,0,49.55,1,1,0.835288225642771,Alta demanda,Alta demanda
29.42,180,59,20,1,25.09,0,0,0.12708156825416259,Demanda normal,Demanda normal
53.59,123,392,15,0,49.11,0,1,0.7467461440020644,Demanda normal,Alta demanda
78.14,141,265,0,0,82.98,1,0,0.47170855894675195,Alta demanda,Demanda normal
31.93,21,305,10,0,36.51,1,1,0.5704743172210399,Alta demanda,Alta demanda
12.53,189,290,5,1,11.28,0,1,0.5429985708341947,Demanda normal,Alta demanda
49.69,152,468,5,1,46.11,1,1,0.8548156935416806,Alta demanda,Alta demanda
91.94,27,483,10,1,91.27,1,1,0.867703320887267,Alta demanda,Alta demanda
92.16,160,380,20,0,92.12,1,1,0.7223411418508142,Alta demanda,Alta demanda
67.8,43,437,15,1,65.66,1,1,0.8150831000763378,Alta demanda,Alta demanda
89.71,62,156,15,1,85.91,1,0,0.25108429974520496,Alta demanda,Demanda normal
57.64,167,372,15,1,54.56,1,1,0.7120482782450366,Alta demanda,Alta demanda
36.74,154,197,10,1,36.71,0,0,0.3345610163554747,Demanda normal,Demanda normal
71.43,97,376,10,0,68.58,1,1,0.7141975971972404,Alta demanda,Alta demanda
32.15,195,288,10,0,33.56,1,1,0.5354201182366857,Alta demanda,Alta demanda
93.43,107,483,10,1,91.92,1,1,0.8682858147225057,Alta demanda,Alta demanda
60.26,116,412,5,0,63.91,1,1,0.776288861222912,Alta demanda,Alta demanda
94.49,184,341,20,1,98.17,0,1,0.6469286016383168,Demanda normal,Alta demanda
64.38,175,499,0,0,67.72,1,1,0.884301469503277,Alta demanda,Alta demanda
67.23,49,251,5,1,65.57,1,0,0.44364511620059,Alta demanda,Demanda normal
16.45,79,386,0,1,14.48,1,1,0.7373792720521416,Alta demanda,Alta demanda
31.24,147,199,5,1,31.02,0,0,0.33786875004149347,Demanda normal,Demanda normal
40.67,148,331,5,0,44.51,0,1,0.626877259251154,Demanda normal,Alta demanda
45.44,171,365,15,1,42.42,0,1,0.7003727907806641,Demanda normal,Alta demanda
15.84,161,314,0,0,19.13,0,1,0.5922858987376943,Demanda normal,Alta demanda
78.57,179,446,15,0,74.52,1,1,0.8267905331786412,Alta demanda,Alta demanda
27.36,88,204,5,0,25.68,1,0,0.346400813064388,Alta demanda,Demanda normal
72.27,84,118,10,0,77.11,1,0,0.19108245041664043,Alta demanda,Demanda normal
50.88,73,398,5,1,47.46,1,1,0.7553821033756676,Alta demanda,Alta demanda
27.5,142,454,0,0,22.77,1,1,0.8382799069114941,Alta demanda,Alta demanda
46.54,49,145,20,1,46.53,1,0,0.23811052940239905,Alta demanda,Demanda normal
15.95,113,263,5,0,13.91,0,0,0.4781176955874921,Demanda normal,Demanda normal
34.89,40,205,5,1,31.23,0,0,0.34823964208224256,Demanda normal,Demanda normal
75.62,78,141,0,1,80.46,0,0,0.22412343956809383,Demanda normal,Demanda normal
18.87,143,177,15,1,14.79,0,0,0.2988858806646855,Demanda normal,Demanda normal
88.55,86,178,10,1,91.02,1,0,0.2894789543470556,Alta demanda,Demanda normal
44.06,118,210,15,0,42.19,0,0,0.35999821118618824,Demanda normal,Demanda normal
16.9,179,225,15,0,16.11,1,0,0.3969758395439462,Alta demanda,Demanda normal
31.47,25,188,0,1,33.97,1,0,0.312332438519298,Alta demanda,Demanda normal
43.63,64,472,5,1,39.9,1,1,0.8589753639266747,Alta demanda,Alta demanda
47.32,142,322,20,1,51.04,1,1,0.6124299873189869,Alta demanda,Alta demanda
93.04,24,500,20,0,91.15,1,1,0.8851147844256566,Alta demanda,Alta demanda
69.29,111,271,0,0,67.32,1,0,0.48671183708789023,Alta demanda,Demanda normal
93.81,181,153,0,1,96.88,0,0,0.24318435012402853,Demanda normal,Demanda normal
88.63,95,418,5,0,87.87,1,1,0.7827475536348449,Alta demanda,Alta demanda
37.58,127,241,10,0,33.37,0,0,0.42716497847206497,Demanda normal,Demanda normal
44.21,186,315,0,1,44.69,1,1,0.592536227225117,Alta demanda,Alta demanda
21.78,88,473,5,0,24.05,0,1,0.860875655911615,Demanda normal,Alta demanda
55.29,145,368,20,0,52.53,1,1,0.7044488239950606,Alta demanda,Alta demanda
52.65,63,286,5,1,50.05,0,1,0.5257702886005468,Demanda normal,Alta demanda
26.66,63,406,0,0,22.97,1,1,0.7688597070342064,Alta demanda,Alta demanda
58.88,149,191,15,0,62.42,0,0,0.31924710500492504,Demanda normal,Demanda normal
77.08,68,403,15,1,74.58,1,1,0.7630273248633731,Alta demanda,Alta demanda
15.97,51,429,20,0,16.19,1,1,0.8086700147861691,Alta demanda,Alta demanda
39.97,113,430,20,0,44.17,1,1,0.8083345507292364,Alta demanda,Alta demanda
72.69,158,363,15,0,72.45,0,1,0.6913147064872192,Demanda normal,Alta demanda
18.49,56,96,10,0,14.49,0,0,0.1665058867477172,Demanda normal,Demanda normal
67.29,189,482,5,0,65.31,1,1,0.8682856381278958,Alta demanda,Alta demanda
79.42,188,157,15,1,76.07,0,0,0.25565888631660505,Demanda normal,Demanda normal
46.49,31,82,5,0,43.02,0,0,0.1463509289708864,Demanda normal,Demanda normal
77.55,198,224,20,0,75.04,1,0,0.388046656417018,Alta demanda,Demanda normal
35.52,163,364,0,0,32.73,0,1,0.6942439302003349,Demanda normal,Alta demanda
63.29,134,472,5,1,61.15,1,1,0.8580828466623089,Alta demanda,Alta demanda
44.38,69,297,0,0,45.34,0,1,0.5486530435814886,Demanda normal,Alta demanda
86.18,88,208,0,1,88.21,0,0,0.34638058834491836,Demanda normal,Demanda normal
82.49,83,251,0,0,78.78,1,0,0.4390254120404117,Alta demanda,Demanda normal
73.56,162,64,15,0,77.95,0,0,0.1273441802849846,Demanda normal,Demanda normal
42.09,160,259,15,0,39.02,0,0,0.46915374003867066,Demanda normal,Demanda normal
31.86,71,86,20,0,30.12,0,0,0.15486274990044233,Demanda normal,Demanda normal
30.42,58,439,20,1,30.38,0,1,0.8221329775050848,Demanda normal,Alta demanda
67.2,132,121,10,0,70.55,0,0,0.1964467251381384,Demanda normal,Demanda normal
33.11,146,469,10,0,30.21,1,1,0.8570916535684733,Alta demanda,Alta demanda
98.9,66,297,10,0,96.55,0,1,0.5438479959431869,Demanda normal,Alta demanda
63.86,102,326,10,0,66.57,1,1,0.6136349154879006,Alta demanda,Alta demanda
49.08,164,482,20,1,48.49,1,1,0.8721236006081337,Alta demanda,Alta demanda
58.2,68,493,20,1,55.86,1,1,0.8816844726430009,Alta demanda,Alta demanda
43.68,112,211,5,1,40.95,0,0,0.36066769124247205,Demanda normal,Demanda normal
28.41,25,458,0,1,26.98,1,1,0.8426871702709827,Alta demanda,Alta demanda
40.88,126,205,0,1,44.67,1,0,0.3468465404484692,Alta demanda,Demanda normal
37.54,124,195,15,1,42.5,0,0,0.3309729275211897,Demanda normal,Demanda normal
12.4,153,480,0,0,11.57,1,1,0.8689205326928315,Alta demanda,Alta demanda
58.71,125,312,10,1,55.9,1,1,0.5860470156730772,Alta demanda,Alta demanda
29.43,160,315,10,0,32.12,1,1,0.5955843367598005,Alta demanda,Alta demanda
94.03,71,186,0,1,90.15,1,0,0.30156410838569414,Alta demanda,Demanda normal
14.13,51,440,15,0,17.69,0,1,0.8228147112893878,Demanda normal,Alta demanda
99.97,89,107,20,0,95.41,0,0,0.175937193762805,Demanda normal,Demanda normal
88.59,149,233,15,1,90.43,1,0,0.4049447062625457,Alta demanda,Demanda normal
95.77,183,442,15,0,100.19,1,1,0.8196190766904885,Alta demanda,Alta demanda
95.77,87,204,20,0,97.93,1,0,0.34108222667353494,Alta demanda,Demanda normal
98.07,133,64,10,0,102.09,0,0,0.124807354132516,Demanda normal,Demanda normal
97.98,150,322,20,1,99.72,1,1,0.6054495525184156,Alta demanda,Alta demanda
65.3,187,284,15,1,61.21,1,1,0.5247904593457889,Alta demanda,Alta demanda
37.31,148,192,5,0,34.65,0,0,0.32173117257690154,Demanda normal,Demanda normal
49.65,117,374,0,1,51.86,0,1,0.7118208683077197,Demanda normal,Alta demanda
71.3,100,491,20,1,68.9,1,1,0.8791746544265816,Alta demanda,Alta demanda
50.56,96,72,10,0,53.02,0,0,0.1360868635450016,Demanda normal,Demanda normal
28.73,198,482,10,0,23.78,0,1,0.8718043357639647,Demanda normal,Alta demanda
57.12,126,474,10,1,59.38,1,1,0.8612565111511296,Alta demanda,Alta demanda
99.85,199,297,0,0,102.66,1,1,0.5425254935062721,Alta demanda,Alta demanda
99.8,189,114,10,1,95.06,0,0,0.18554523132180234,Demanda normal,Demanda normal
19.94,66,64,15,0,15.56,0,0,0.13051466431342734,Demanda normal,Demanda normal
57.96,129,446,20,1,60.72,1,1,0.8295373476919516,Alta demanda,Alta demanda
85.92,96,401,20,0,81.79,1,1,0.759196010894393,Alta demanda,Alta demanda
53.83,49,134,0,0,48.91,0,0,0.21452713609418733,Demanda normal,Demanda normal
98.09,37,409,20,0,93.35,1,1,0.7702898199101733,Alta demanda,Alta demanda
22.96,89,273,0,0,22.49,1,0,0.49773723439303713,Alta demanda,Demanda normal
41.0,44,113,0,0,36.84,0,0,0.18506458615258645,Demanda normal,Demanda normal
36.69,88,474,5,0,35.83,1,1,0.8610124440322591,Alta demanda,Alta demanda
60.35,187,72,0,0,60.68,0,0,0.1347597350768421,Demanda normal,Demanda normal
14.53,112,460,5,0,10.69,1,1,0.8470885219451889,Alta demanda,Alta demanda
30.91,166,142,15,1,30.32,1,0,0.23526776185841486,Alta demanda,Demanda normal
13.64,35,406,0,0,10.61,0,1,0.7698592144566568,Demanda normal,Alta demanda
40.34,110,405,10,0,40.16,1,1,0.7684128845810005,Alta demanda,Alta demanda
40.0,107,416,15,0,44.91,1,1,0.7865838676124004,Alta demanda,Alta demanda
60.52,60,255,20,1,63.93,0,0,0.45816477393769117,Demanda normal,Demanda normal
55.04,154,113,0,0,54.3,0,0,0.1848100710390842,Demanda normal,Demanda normal
37.91,50,265,20,1,33.21,0,0,0.48476227380313835,Demanda normal,Demanda normal
67.42,100,139,0,0,67.1,0,0,0.2212808650716799,Demanda normal,Demanda normal
48.44,119,233,0,1,52.25,1,0,0.4055453566292864,Alta demanda,Demanda normal
92.6,154,322,15,0,96.37,1,1,0.6031192404298846,Alta demanda,Alta demanda
88.86,160,239,15,1,92.13,0,0,0.41824816187490477,Demanda normal,Demanda normal
46.68,192,451,20,1,41.97,1,1,0.8377609500247856,Alta demanda,Alta demanda
87.17,21,486,5,0,91.69,1,1,0.8694783080271343,Alta demanda,Alta demanda
87.82,110,172,20,1,87.73,0,0,0.28148669940496607,Demanda normal,Demanda normal
93.81,113,386,20,0,89.63,1,1,0.7325967163091522,Alta demanda,Alta demanda
22.71,199,82,0,1,18.57,0,0,0.14969873286503457,Demanda normal,Demanda normal
99.64,83,437,0,1,102.43,0,1,0.8094700065764759,Demanda normal,Alta demanda
29.63,44,400,10,0,27.36,1,1,0.7606295884500676,Alta demanda,Alta demanda
40.86,90,270,15,0,43.03,1,0,0.4927349326927906,Alta demanda,Demanda normal
40.4,45,201,20,0,38.23,0,0,0.34205983208102375,Demanda normal,Demanda normal
59.62,80,249,15,0,58.39,1,0,0.4423380569092636,Alta demanda,Demanda normal
94.61,63,175,0,1,91.08,0,0,0.2806381102072631,Demanda normal,Demanda normal
74.89,74,153,10,1,71.27,0,0,0.24660496750080657,Demanda normal,Demanda normal
19.96,32,75,20,0,17.01,0,0,0.14275449094080017,Demanda normal,Demanda normal
58.97,144,355,5,1,58.3,0,1,0.6757601112228706,Demanda normal,Alta demanda
24.78,171,255,20,0,20.18,0,0,0.4645480314193639,Demanda normal,Demanda normal
60.31,142,202,5,1,63.78,1,0,0.33973742686472713,Alta demanda,Demanda normal
83.58,149,163,0,0,80.88,1,0,0.2602580664373198,Alta demanda,Demanda normal
86.54,62,353,20,0,88.81,0,1,0.6693628182843424,Demanda normal,Alta demanda
82.63,142,436,15,1,84.93,1,1,0.8132064761404728,Alta demanda,Alta demanda
86.94,45,377,5,1,88.57,1,1,0.7131055732704492,Alta demanda,Alta demanda
74.26,138,463,5,1,71.86,1,1,0.8469747164722561,Alta demanda,Alta demanda
12.86,33,85,10,0,11.34,0,0,0.15315823618099214,Demanda normal,Demanda normal
28.74,116,83,5,1,32.59,0,0,0.15012345117574774,Demanda normal,Demanda normal
83.27,190,223,15,1,87.52,0,0,0.38442322993185746,Demanda normal,Demanda normal
94.84,180,409,20,0,90.71,1,1,0.7724022608263527,Alta demanda,Alta demanda
31.63,65,461,15,1,33.94,1,1,0.8486938316983632,Alta demanda,Alta demanda
53.98,40,401,10,0,52.34,1,1,0.7595307561809658,Alta demanda,Alta demanda
90.27,164,403,20,1,92.57,0,1,0.7636942714821027,Demanda normal,Alta demanda
85.04,53,281,0,0,85.03,0,1,0.5059645643598164,Demanda normal,Alta demanda
68.61,52,128,10,1,72.11,0,0,0.2066807050292901,Demanda normal,Demanda normal
65.37,62,90,15,1,60.93,0,0,0.15704160013412277,Demanda normal,Demanda normal
55.32,54,89,10,0,57.65,0,0,0.15461786083046342,Demanda normal,Demanda normal
30.65,53,452,15,0,32.92,1,1,0.8369450150443035,Alta demanda,Alta demanda
21.48,42,270,0,1,22.17,0,0,0.4917629919985461,Demanda normal,Demanda normal
41.26,57,198,5,0,45.88,1,0,0.33131225517040114,Alta demanda,Demanda normal
38.0,62,442,5,0,36.61,1,1,0.8218830555326445,Alta demanda,Alta demanda
96.09,109,372,10,1,99.12,1,1,0.704703676007168,Alta demanda,Alta demanda
25.22,190,143,5,1,26.33,0,0,0.23546811024055367,Demanda normal,Demanda normal
91.31,118,333,0,0,91.86,1,1,0.6222694573506695,Alta demanda,Alta demanda
34.52,32,118,20,1,32.06,0,0,0.19738623208085104,Demanda normal,Demanda normal
77.9,141,434,10,0,77.0,1,1,0.8090572155136513,Alta demanda,Alta demanda
63.66,184,351,15,0,65.33,0,1,0.6689473608103562,Demanda normal,Alta demanda
82.38,135,93,10,0,80.78,0,0,0.15821299539496328,Demanda normal,Demanda normal
41.0,60,283,5,0,40.31,1,1,0.5189076313906262,Alta demanda,Alta demanda
58.11,26,432,0,1,60.24,1,1,0.8056651804556589,Alta demanda,Alta demanda
73.79,67,477,5,0,71.78,1,1,0.8614787397576817,Alta demanda,Alta demanda
12.01,165,158,5,1,13.55,1,0,0.2621668202447946,Alta demanda,Demanda normal
94.06,188,276,20,1,96.79,0,1,0.5032765253038781,Demanda normal,Alta demanda
70.8,125,54,5,0,66.82,0,0,0.1164117218702828,Demanda normal,Demanda normal
51.69,155,97,15,0,52.72,0,0,0.1666319228416132,Demanda normal,Demanda normal
24.51,21,370,10,1,23.01,1,1,0.7088519827500805,Alta demanda,Alta demanda
50.36,27,448,10,0,49.48,1,1,0.8292222089720515,Alta demanda,Alta demanda
59.05,48,289,10,1,63.78,0,1,0.532355949903068,Demanda normal,Alta demanda
74.35,29,432,20,0,73.52,1,1,0.8072706315190723,Alta demanda,Alta demanda
11.35,143,338,15,0,10.93,0,1,0.648855548839525,Demanda normal,Alta demanda
39.14,119,166,15,0,34.4,0,0,0.2742736898821727,Demanda normal,Demanda normal
94.0,31,166,15,1,89.64,1,0,0.2677281191512529,Alta demanda,Demanda normal
27.32,174,127,0,0,31.31,1,0,0.20756225520055493,Alta demanda,Demanda normal
52.35,152,270,5,0,52.2,1,0,0.489143677263885,Alta demanda,Demanda normal
52.34,29,392,15,1,50.68,1,1,0.7466439709629851,Alta demanda,Alta demanda
47.6,81,219,20,1,47.84,1,0,0.38082628767470633,Alta demanda,Demanda normal
81.09,145,404,0,1,76.73,1,1,0.7619191247103995,Alta demanda,Alta demanda
38.88,79,237,0,1,34.31,0,0,0.415728656944891,Demanda normal,Demanda normal
67.48,185,359,0,1,67.25,1,1,0.6818356178663972,Alta demanda,Alta demanda
28.75,199,360,10,1,30.15,1,1,0.6916349475780011,Alta demanda,Alta demanda
90.49,155,297,15,1,91.32,1,1,0.5495568041910707,Alta demanda,Alta demanda
57.79,106,369,15,0,58.34,1,1,0.7039229622046541,Alta demanda,Alta demanda
55.88,151,467,15,1,57.75,1,1,0.8545615157195564,Alta demanda,Alta demanda
12.24,37,331,10,1,11.58,1,1,0.6323002306062687,Alta demanda,Alta demanda
62.32,60,159,20,0,59.23,0,0,0.2593528184148706,Demanda normal,Demanda normal
70.65,159,111,0,0,68.18,0,0,0.1808138590554083,Demanda normal,Demanda normal
92.97,95,216,10,1,96.82,0,0,0.3650484462995278,Demanda normal,Demanda normal
10.28,120,292,10,1,7.89,1,1,0.5482922586337157,Alta demanda,Alta demanda
11.96,126,259,0,1,13.57,1,0,0.46955886331779323,Alta demanda,Demanda normal
86.9,34,379,20,0,85.69,1,1,0.7194061100735845,Alta demanda,Alta demanda
16.14,99,398,10,1,19.78,1,1,0.7603082966452099,Alta demanda,Alta demanda
54.77,100,75,10,0,59.33,0,0,0.13898883659259825,Demanda normal,Demanda normal
47.97,104,235,20,1,51.21,1,0,0.41592303688913923,Alta demanda,Demanda normal
73.2,85,361,5,0,68.27,0,1,0.6838178408777885,Demanda normal,Alta demanda
50.21,74,74,20,0,53.82,0,0,0.13954977353404707,Demanda normal,Demanda normal
46.69,103,165,15,1,46.54,1,0,0.272295492439111,Alta demanda,Demanda normal
46.71,157,398,0,1,43.29,1,1,0.7557891052816874,Alta demanda,Alta demanda
32.74,122,453,10,0,35.05,0,1,0.8378269668773294,Demanda normal,Alta demanda
48.61,129,477,20,0,48.16,1,1,0.8659539922039801,Alta demanda,Alta demanda
22.99,84,157,20,1,19.09,1,0,0.2619979281005339,Alta demanda,Demanda normal
92.08,174,189,15,0,87.62,0,0,0.31192036049310656,Demanda normal,Demanda normal
30.66,177,71,0,0,35.27,0,0,0.13554053096129998,Demanda normal,Demanda normal
83.24,128,319,0,1,79.44,0,1,0.5950014628229467,Demanda normal,Alta demanda
16.24,190,278,15,1,13.23,1,1,0.5184662524230165,Alta demanda,Alta demanda
96.72,143,372,0,1,97.84,1,1,0.7026271154381217,Alta demanda,Alta demanda
80.34,153,362,10,0,75.54,1,1,0.6872562792349648,Alta demanda,Alta demanda
26.49,117,126,20,0,28.34,0,0,0.20974382161027472,Demanda normal,Demanda normal
86.24,29,471,20,0,85.37,0,1,0.8558457837515786,Demanda normal,Alta demanda
63.83,176,133,0,1,60.11,1,0,0.2145028455877942,Alta demanda,Demanda normal
60.93,74,85,20,1,64.27,0,0,0.1520410033134052,Demanda normal,Demanda normal
31.32,38,371,20,0,26.53,1,1,0.7116474822133628,Alta demanda,Alta demanda
38.12,197,225,0,0,38.51,0,0,0.38962792748562863,Demanda normal,Demanda normal
78.03,33,363,15,0,73.49,1,1,0.6890102836065428,Alta demanda,Alta demanda
36.71,66,73,0,1,38.73,0,0,0.1371686093713693,Demanda normal,Demanda normal
23.56,108,146,5,0,18.75,1,0,0.23874065686137927,Alta demanda,Demanda normal
24.27,63,178,0,0,25.26,0,0,0.29332248402337874,Demanda normal,Demanda normal
22.18,189,409,0,0,20.96,1,1,0.7755952059803234,Alta demanda,Alta demanda
50.1,77,177,10,0,45.44,0,0,0.2914038776821243,Demanda normal,Demanda normal
66.13,75,470,10,0,62.21,1,1,0.8551815382958736,Alta demanda,Alta demanda
11.23,72,287,10,1,9.66,1,1,0.5359062370112269,Alta demanda,Alta demanda
18.46,106,325,15,1,17.45,1,1,0.6212674730725746,Alta demanda,Alta demanda
87.06,123,126,10,0,85.19,0,0,0.20198112919132397,Demanda normal,Demanda normal
82.47,168,338,5,1,78.73,1,1,0.6382363909510116,Alta demanda,Alta demanda
78.16,63,205,15,0,74.63,0,0,0.34412814397674735,Demanda normal,Demanda normal
19.07,134,179,10,0,15.87,0,0,0.2998479083122887,Demanda normal,Demanda normal
21.5,99,185,0,0,22.11,1,0,0.30766752616324045,Alta demanda,Demanda normal
65.42,139,239,20,0,63.59,0,0,0.4217149065811715,Demanda normal,Demanda normal
89.25,121,90,0,1,84.29,0,0,0.15325006001922772,Demanda normal,Demanda normal
41.98,77,135,0,0,44.7,0,0,0.21720743097985523,Demanda normal,Demanda normal
22.92,82,179,5,1,27.82,0,0,0.29804555651591835,Demanda normal,Demanda normal
56.35,49,128,5,1,53.9,0,0,0.20713297108052015,Demanda normal,Demanda normal
85.38,52,482,15,0,88.64,1,1,0.8671684337096637,Alta demanda,Alta demanda
19.66,24,114,15,1,18.2,0,0,0.1919376557144844,Demanda normal,Demanda normal
95.51,58,159,15,1,98.93,0,0,0.2551120598977321,Demanda normal,Demanda normal
68.07,75,200,10,1,65.84,0,0,0.3353560598060439,Demanda normal,Demanda normal
32.67,176,423,15,0,29.52,1,1,0.7990324319007333,Alta demanda,Alta demanda
38.49,88,120,15,1,35.36,0,0,0.1995767679827681,Demanda normal,Demanda normal
84.72,84,239,5,1,83.83,1,0,0.41479077518776347,Alta demanda,Demanda normal
62.56,118,377,5,1,58.07,1,1,0.7175541999521777,Alta demanda,Alta demanda
27.2,181,337,10,0,28.36,0,1,0.6436498682006788,Demanda normal,Alta demanda
48.63,188,432,5,1,48.14,0,1,0.8094604407052578,Demanda normal,Alta demanda
71.4,104,129,0,0,73.85,1,0,0.20546381922786144,Alta demanda,Demanda normal
87.69,67,270,5,1,84.63,1,0,0.48411872088051666,Alta demanda,Demanda normal
71.83,45,422,0,1,76.02,0,1,0.789721105989249,Demanda normal,Alta demanda
13.87,152,283,5,1,16.61,0,1,0.5259282854382975,Demanda normal,Alta demanda
96.39,157,414,5,1,93.91,1,1,0.7776213962138638,Alta demanda,Alta demanda
93.23,162,298,10,0,91.21,1,1,0.5486304330837398,Alta demanda,Alta demanda
65.07,158,256,0,0,63.64,1,0,0.4540413588280366,Alta demanda,Demanda normal
54.03,174,231,0,0,49.48,1,0,0.4004082917400489,Alta demanda,Demanda normal
68.77,160,225,5,1,64.07,1,0,0.38799780760980834,Alta demanda,Demanda normal
62.67,135,331,20,0,62.42,0,1,0.6282898511682099,Demanda normal,Alta demanda
56.1,166,338,10,0,54.9,1,1,0.6416747364600411,Alta demanda,Alta demanda
95.71,114,236,10,0,97.16,1,0,0.40689636191432577,Alta demanda,Demanda normal
33.92,126,382,0,1,29.13,1,1,0.7290111617647752,Alta demanda,Alta demanda
28.81,116,133,0,1,30.39,1,0,0.2170618795244202,Alta demanda,Demanda normal
29.92,129,113,15,0,33.88,0,0,0.18949121794568685,Demanda normal,Demanda normal
79.13,161,365,5,1,77.98,1,1,0.6931432980049428,Alta demanda,Alta demanda
31.1,70,407,15,1,33.79,1,1,0.7741768099791774,Alta demanda,Alta demanda
47.04,107,138,10,1,43.22,0,0,0.22539084636768958,Demanda normal,Demanda normal
87.31,187,308,5,1,87.13,0,1,0.5722881825793785,Demanda normal,Alta demanda
41.16,138,247,15,0,44.56,0,0,0.44123653573072197,Demanda normal,Demanda normal
36.53,140,318,0,1,40.69,1,1,0.599171212846601,Alta demanda,Alta demanda
36.46,150,333,0,0,37.85,1,1,0.6304737114268646,Alta demanda,Alta demanda
74.81,98,373,10,0,74.56,1,1,0.70799866699276,Alta demanda,Alta demanda
53.65,200,143,20,1,57.94,0,0,0.2357383231648573,Demanda normal,Demanda normal
39.12,153,402,15,0,43.33,0,1,0.7650744861255825,Demanda normal,Alta demanda
34.28,199,389,15,1,39.15,1,1,0.7454237419660434,Alta demanda,Alta demanda
62.41,26,222,0,0,62.14,0,0,0.37686065352746845,Demanda normal,Demanda normal
66.95,56,184,5,0,65.25,0,0,0.3007813304173563,Demanda normal,Demanda normal
48.75,181,290,0,1,44.5,0,1,0.5361066399532484,Demanda normal,Alta demanda
55.38,165,84,15,0,59.28,0,0,0.15048899287274933,Demanda normal,Demanda normal
17.58,57,56,5,1,13.28,0,0,0.12185476352236438,Demanda normal,Demanda normal
93.67,148,240,10,0,89.18,0,0,0.4170847711109255,Demanda normal,Demanda normal
58.12,91,478,0,1,54.16,0,1,0.8639553901424166,Demanda normal,Alta demanda
17.53,189,214,0,1,13.04,1,0,0.3706147693061734,Alta demanda,Demanda normal
44.37,96,198,20,0,47.75,0,0,0.3358092151622646,Demanda normal,Demanda normal
99.46,70,225,20,1,103.15,1,0,0.38594319103809765,Alta demanda,Demanda normal
83.31,97,249,10,0,79.24,0,0,0.4377895132642536,Demanda normal,Demanda normal
22.15,177,380,15,0,22.63,0,1,0.7296832780925468,Demanda normal,Alta demanda
62.22,52,254,10,0,65.08,0,0,0.4508555452336533,Demanda normal,Demanda normal
77.34,21,72,20,1,81.83,0,0,0.1357110270027506,Demanda normal,Demanda normal
37.35,192,493,20,1,36.05,0,1,0.8838663404982792,Demanda normal,Alta demanda
14.1,186,235,0,0,10.54,1,0,0.41516374027831465,Alta demanda,Demanda normal
25.77,104,494,0,0,30.64,1,1,0.8814120231100562,Alta demanda,Alta demanda
10.79,129,147,20,1,11.59,0,0,0.24641577919778782,Demanda normal,Demanda normal
76.36,42,378,5,1,75.98,1,1,0.7163527115422198,Alta demanda,Alta demanda
86.64,126,418,10,0,87.92,1,1,0.7842862230145555,Alta demanda,Alta demanda
64.74,49,394,20,1,64.57,1,1,0.750042910425898,Alta demanda,Alta demanda
11.22,43,449,10,1,14.83,1,1,0.834638000258227,Alta demanda,Alta demanda
47.13,70,398,20,1,50.18,1,1,0.7588591845000466,Alta demanda,Alta demanda
95.29,141,199,10,1,95.13,0,0,0.33058794048324175,Demanda normal,Demanda normal
38.11,152,321,20,1,36.59,1,1,0.6121454436213875,Alta demanda,Alta demanda
99.95,174,213,15,1,104.74,0,0,0.360439907425118,Demanda normal,Demanda normal
32.06,158,500,0,0,35.41,0,1,0.8870732895795648,Demanda normal,Alta demanda
